AMET University,Tamil Nadu,AMET University,http://www.ametuniv.ac.in
Avinashilingam University,Tamil Nadu,Avinashilingam University,http://www.avinuty.ac.in
Bharat University,Tamil Nadu,Bharat University,http://www.bharathuniv.ac.in
B. S. Abdur Rahman University,Tamil Nadu,B. S. Abdur Rahman University,http://www.bsauniv.ac.in/
Kalasalingam University,Tamil Nadu,Kalasalingam University,http://kalasalingam.ac.in/
Hindustan University,Tamil Nadu,Hindustan University,http://www.hindustanuniv.ac.in
Karpagam University,Tamil Nadu,Karpagam University,http://www.karpagamuniversity.edu.in/
Karunya University,Tamil Nadu,Karunya University,http://www.karunya.edu
Dr. M.G.R. Educational and Research Institute,Tamil Nadu,Dr. M.G.R. Educational and Research Institute,http://www.drmgrdu.ac.in
Noorul Islam University,Tamil Nadu,Noorul Islam University,http://www.niuniv.com
Periyar Maniammai University,Tamil Nadu,Periyar Maniammai University,http://www.pmu.edu
Ramakrishna Mission Vivekananda University - Coimbatore Campus,Tamil Nadu,Ramakrishna Mission Vivekananda University - Coimbatore Campus[1],http://www.vivekanandauniversity-cbe.org/site
Sathyabama University,Tamil Nadu,Sathyabama University,http://www.sathyabamauniversity.ac.in
"Shanmugha Arts, Science, Technology & Research Academy",Tamil Nadu,"Shanmugha Arts, Science, Technology & Research Academy",http://www.sastra.edu
"Shanmugha Arts, Science, Technology & Research Academy",Tamil Nadu,"Shanmugha Arts, Science, Technology & Research Academy",http://www.sastra.edu
SRM University,Tamil Nadu,SRM University,http://www.srmuniv.ac.in
Vels University,Tamil Nadu,Vels University,http://www.velsuniv.ac.in
"Vinayaka Mission's Research Foundation, Deemed University",Tamil Nadu,"Vinayaka Mission's Research Foundation, Deemed University",http://www.vinayakamission.com
VIT University,Tamil Nadu,VIT University,http://www.vit.ac.in
Chettinad University,Tamil Nadu,Chettinad University,http://www.chettinadhealthcity.com/index.htm
Saveetha University,Tamil Nadu,Saveetha University,http://www.saveetha.com/
Sri Ramachandra Medical College and Research Institute,Tamil Nadu,Veltech University,http://www.srmc.edu
Anna University of Technology Tirunelveli,Tamil Nadu,Engineering,http://www.auttvl.ac.in
Anna University,Tamil Nadu,Engineering,http://www.annauniv.edu
Madras Institute of Technology,Tamil Nadu,Engineering,http://www.mitindia.edu/
Madras Institute of Technology,Tamil Nadu,Engineering,http://www.mitindia.edu/
"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,http://www.jntuh.ac.in/
Bundelkhand University,Uttar Pradesh,Jhansi,http://www.bujhansi.org
Chandra Shekhar Azad University of Agriculture & Technology,Uttar Pradesh,Kanpur,http://www.csauk.ac.in
Chaudhary Charan Singh University,Uttar Pradesh,Meerut,http://www.ccsuniversity.ac.in
Chhatrapati Shahuji Maharaj Medical University,Uttar Pradesh,Lucknow,http://www.kgmcindia.edu/
Chhatrapati Shahu Ji Maharaj University,Uttar Pradesh,Kanpur,http://www.kanpuruniversity.org
Deen Dayal Upadhyay Gorakhpur University,Uttar Pradesh,Gorakhpur,http://www.ddugu.edu.in/webpages.php?tag=vice-Chancellor
Deen Dayal Upadhyay Gorakhpur University,Uttar Pradesh,Gorakhpur,http://www.ddugu.in
Dr B. R. Ambedkar University,Uttar Pradesh,Agra,http://www.dbrau.ac.in/
Dr. Ram Manohar Lohia Avadh University,Uttar Pradesh,Faizabad,http://www.rmlau.ac.in
Dr. Ram Manohar Lohia National Law University,Uttar Pradesh,Lucknow,http://www.rmlnlu.ac.in
Dr. Shakuntala Misra Rehabilitation University,Uttar Pradesh,Lucknow,http://dsmru.up.nic.in
Uttar Pradesh Technical University,Uttar Pradesh,Lucknow,http://www.uptu.ac.in
Gautam Buddha University,Uttar Pradesh,Greater Noida,http://www.gbu.ac.in/
M. J. P. Rohilkhand University,Uttar Pradesh,Bareilly,http://www.mjpru.ac.in
Madan Mohan Malaviya University of Technology,Uttar Pradesh,Gorakhpur,http://www.mmmut.ac.in
Narendra Dev University of Agriculture and Technology,Uttar Pradesh,Faizabad,http://www.nduat.ernet.in/
Sampurnanand Sanskrit University,Uttar Pradesh,Varanasi,http://www.ssvv.ac.in/
University of Lucknow,Uttar Pradesh,Lucknow,http://www.lkouniv.ac.in
Uttar Pradesh Rajarshi Tandon Open University,Uttar Pradesh,Allahabad,http://www.uprtou.ac.in
Amity University,Uttar Pradesh,Noida,http://www.theglobaltimes.in/
Amity University,Uttar Pradesh,Noida,http://www.amity.edu
Babu Banarasi Das University,Uttar Pradesh,Lucknow,http://www.bbdu.ac.in
Galgotias University,Uttar Pradesh,Greater Noida,http://www.galgotiasuniversity.edu.in
GLA University,Uttar Pradesh,Mathura,http://www.gla.ac.in/glau/default.asp%20GLA%20University
IFTM University,Uttar Pradesh,Moradabad,http://iftmuniversity.ac.in/
Integral University (Lucknow),Uttar Pradesh,Lucknow,http://www.integraluniversity.ac.in
Invertis University,Uttar Pradesh,Bareilly,http://www.invertisuniversity.ac.in/
Jagadguru Rambhadracharya Handicapped University,Uttar Pradesh,Chitrakoot,http://www.jrhu.com/
Mangalayatan University,Uttar Pradesh,Aligarh,http://www.manglayatan.in
Mohammad Ali Jauhar University,Uttar Pradesh,Rampur,http://jauharuniversity.edu.in/
Noida International University,Uttar Pradesh,Greater Noida,http://www.niu.edu.in/
Sharda University,Uttar Pradesh,Greater Noida,http://www.sharda.ac.in/Aboutus
Swami Vivekanand Subharti University,Uttar Pradesh,Meerut,http://www.subharti.org/
Shri Venkateshwara University,Uttar Pradesh,Gajraula,http://www.svu.edu.in
Teerthanker Mahaveer University,Uttar Pradesh,Moradabad,http://www.tmu.ac.in/
Monad University,Uttar Pradesh,Hapur,http://www.monad.edu.in
Shobhit University,Uttar Pradesh,Gangoh,http://www.shobhituniversity.ac.in
Bhatkhande Music Institute,Uttar Pradesh,Lucknow,http://www.bhatkhandemusic.edu.in/pages/home.asp
Dayalbagh Educational Institute,Uttar Pradesh,Agra,http://www.dei.ac.in/
Jaypee Institute of Information Technology,Uttar Pradesh,Noida,http://www.jiit.ac.in/login
Jaypee Institute of Information Technology,Uttar Pradesh,Noida,http://www.jiit.ac.in/
"Sam Higginbottom Institute of Agriculture, Technology and Sciences",Uttar Pradesh,Allahabad,http://www.shiats.edu.in/
Shobhit University,Uttar Pradesh,Meerut,http://www.shobhituniversity.ac.in
"ICFAI University, Dehradun",Uttarakhand,"ICFAI University, Dehradun",http://www.iudehradun.edu.in/
University of Petroleum and Energy Studies,Uttarakhand,University of Petroleum and Energy Studies,http://www.upes.ac.in/
